sequence,feasible,objective,total_energy,total_dist,failure_reason,arrival_times
0-1-2,False,0,0,41297.069820357705,Time_Window_Violation,
0-1-3,False,0,0,38411.60846433049,Time_Window_Violation,
0-1-4,False,0,0,39792.311968544236,Time_Window_Violation,
0-1-5,False,0,0,38056.928329810245,Time_Window_Violation,
0-1-6,False,0,0,42780.56120586219,Time_Window_Violation,
0-1-7,False,0,0,40066.70649940391,Time_Window_Violation,
0-1-8,False,0,0,43792.311968544236,Time_Window_Violation,
0-1-9,False,0,0,46061.4028237917,Time_Window_Violation,
0-1-10,False,0,0,45642.63533369519,Time_Window_Violation,
0-1-11,False,0,0,48378.30001777879,Time_Window_Violation,
0-1-12,False,0,0,83009.21671840231,Time_Window_Violation,
0-1-13,False,0,0,73529.01585411075,Time_Window_Violation,
0-1-14,False,0,0,86639.57829272845,Time_Window_Violation,
0-1-15,False,0,0,82467.9036946334,Time_Window_Violation,
0-1-16,False,0,0,89225.2633494241,Time_Window_Violation,
0-1-17,False,0,0,79875.84466492553,Time_Window_Violation,
0-1-18,False,0,0,84842.72435309552,Time_Window_Violation,
0-1-19,False,0,0,90043.77891460969,Time_Window_Violation,
0-1-20,False,0,0,52112.29071998937,Time_Window_Violation,
0-1-21,False,0,0,50811.29291891628,Time_Window_Violation,
0-1-22,False,0,0,54192.30181272335,Time_Window_Violation,
0-1-23,False,0,0,53082.4762513021,Time_Window_Violation,
0-1-24,False,0,0,60588.789786416826,Time_Window_Violation,
0-1-25,False,0,0,59426.78459242236,Time_Window_Violation,
0-1-26,False,0,0,58346.65087686443,Time_Window_Violation,
0-1-27,False,0,0,63001.72547836398,Time_Window_Violation,
0-1-28,False,0,0,61955.451517300025,Time_Window_Violation,
0-1-29,False,0,0,69487.38529376814,Time_Window_Violation,
0-1-30,False,0,0,67475.07542756846,Time_Window_Violation,
0-1-31,False,0,0,100326.61523798903,Time_Window_Violation,
0-1-32,False,0,0,95126.18795598313,Time_Window_Violation,
0-1-33,False,0,0,98608.08195323055,Time_Window_Violation,
0-1-34,False,0,0,94635.85299525663,Time_Window_Violation,
0-1-35,False,0,0,108615.97587144564,Time_Window_Violation,
0-1-36,False,0,0,100177.96873183409,Time_Window_Violation,
0-1-37,False,0,0,109288.0735437164,Time_Window_Violation,
0-1-38,False,0,0,112912.59794844603,Time_Window_Violation,
0-1-39,False,0,0,109529.94550773528,Time_Window_Violation,
0-1-40,False,0,0,78590.83522913471,Time_Window_Violation,
0-1-41,False,0,0,74726.16676907762,Time_Window_Violation,
0-1-42,False,0,0,75942.08153011792,Time_Window_Violation,
0-1-43,False,0,0,70348.58678167514,Time_Window_Violation,
0-1-44,False,0,0,80384.37217685382,Time_Window_Violation,
0-1-45,False,0,0,81895.6178988983,Time_Window_Violation,
0-1-46,False,0,0,78272.80197424341,Time_Window_Violation,
0-1-47,False,0,0,72958.43599037307,Time_Window_Violation,
0-1-48,False,0,0,83634.6658646479,Time_Window_Violation,
0-1-49,False,0,0,75012.33679110912,Time_Window_Violation,
0-1-50,False,0,0,82191.31506834741,Time_Window_Violation,
0-2-1,True,171.82211020156,47636845.01047625,41297.069820357705,None,"{0: 3007.892770201442, 2: 2152.902880525758, 1: 2392.9391721267516}"
0-2-3,False,0,0,41740.0436246854,Time_Window_Violation,
0-2-4,False,0,0,42331.84967982712,Time_Window_Violation,
0-2-5,False,0,0,41579.22597335516,Time_Window_Violation,
0-2-6,False,0,0,44714.547641681085,Time_Window_Violation,
0-2-7,False,0,0,43018.65236552115,Time_Window_Violation,
0-2-8,False,0,0,46006.40829364366,Time_Window_Violation,
0-2-9,False,0,0,47715.279370330085,Time_Window_Violation,
0-2-10,False,0,0,48148.91235659752,Time_Window_Violation,
0-2-11,False,0,0,50312.28645359769,Time_Window_Violation,
0-2-12,False,0,0,83694.39365740784,Time_Window_Violation,
0-2-13,False,0,0,74958.57632146667,Time_Window_Violation,
0-2-14,False,0,0,87431.92587188914,Time_Window_Violation,
0-2-15,False,0,0,83596.86491840071,Time_Window_Violation,
0-2-16,False,0,0,90081.57634380755,Time_Window_Violation,
0-2-17,False,0,0,81376.2401742737,Time_Window_Violation,
0-2-18,False,0,0,86384.67983890678,Time_Window_Violation,
0-2-19,False,0,0,91289.55310930536,Time_Window_Violation,
0-2-20,False,0,0,55615.52812808831,Time_Window_Violation,
0-2-21,False,0,0,54244.31618299383,Time_Window_Violation,
0-2-22,False,0,0,57539.88999496464,Time_Window_Violation,
0-2-23,False,0,0,56287.096225597576,Time_Window_Violation,
0-2-24,False,0,0,63899.79937555021,Time_Window_Violation,
0-2-25,False,0,0,62655.522172657285,Time_Window_Violation,
0-2-26,False,0,0,61426.9164289302,Time_Window_Violation,
0-2-27,False,0,0,66158.11170381578,Time_Window_Violation,
0-2-28,False,0,0,64962.62718614635,Time_Window_Violation,
0-2-29,False,0,0,72631.14931525255,Time_Window_Violation,
0-2-30,False,0,0,70385.8157304031,Time_Window_Violation,
0-2-31,False,0,0,103654.02247364348,Time_Window_Violation,
0-2-32,False,0,0,98336.02701623653,Time_Window_Violation,
0-2-33,False,0,0,101775.65881182693,Time_Window_Violation,
0-2-34,False,0,0,97658.0247330238,Time_Window_Violation,
0-2-35,False,0,0,111845.12272108108,Time_Window_Violation,
0-2-36,False,0,0,103140.77284769871,Time_Window_Violation,
0-2-37,False,0,0,112340.20045253861,Time_Window_Violation,
0-2-38,False,0,0,115929.85351622474,Time_Window_Violation,
0-2-39,False,0,0,112404.96757451605,Time_Window_Violation,
0-2-40,False,0,0,82462.11251235321,Time_Window_Violation,
0-2-41,False,0,0,78590.83522913471,Time_Window_Violation,
0-2-42,False,0,0,79778.45373425882,Time_Window_Violation,
0-2-43,False,0,0,74168.47348533515,Time_Window_Violation,
0-2-44,False,0,0,84215.6690462525,Time_Window_Violation,
0-2-45,False,0,0,85696.22662967385,Time_Window_Violation,
0-2-46,False,0,0,82060.18484169329,Time_Window_Violation,
0-2-47,False,0,0,76722.15003472779,JobSolveStatus.INFEASIBLE_SOLUTION,
0-2-48,False,0,0,87401.96333167097,Time_Window_Violation,
0-2-49,False,0,0,78735.05375707429,Time_Window_Violation,
0-2-50,False,0,0,85904.32820256706,Time_Window_Violation,
0-3-1,True,83.71266899509538,47470391.79766332,38411.60846433049,None,"{0: 2984.3457423243663, 3: 361.2917308938909, 1: 2392.939178960602}"
0-3-2,True,157.98765237827809,47379241.12021657,41740.0436246854,None,"{0: 2891.9260743805653, 3: 361.2917121898563, 2: 2152.9028811249277}"
0-3-4,True,59.68511617132903,46891413.32537136,36235.28577287193,None,"{0: 2601.9142823204625, 3: 361.2917463004523, 4: 1799.0349430262993}"
0-3-5,False,0,0,32257.261447018653,Time_Window_Violation,
0-3-6,True,125.04751446832645,46871295.535175756,38730.06677206109,None,"{0: 2577.9265836679306, 3: 361.29172662494557, 6: 1737.16990885421}"
0-3-7,True,92.14240477245899,46357126.887417726,34124.5154965971,None,"{0: 1554.5932637714895, 3: 361.29174404615446, 7: 556.7852249087998}"
0-3-8,True,84.43112550633522,46319414.98694142,38707.42172787151,None,"{0: 1697.0258635866417, 3: 361.2917380381987, 8: 631.0232627766412}"
0-3-9,True,59.685116170860596,46545099.181572855,41881.120988331255,None,"{0: 2320.545457941772, 3: 361.2917462977799, 9: 1321.4369448964453}"
0-3-10,True,59.685116130965014,46364145.40641393,39887.57011083731,None,"{0: 1877.2885765458082, 3: 361.2917459041, 10: 883.432564274727}"
0-3-11,True,59.68511461474837,46448899.75094929,43387.1713068495,None,"{0: 2155.8541156591737, 3: 361.29173094418263, 11: 1108.6212628578558}"
0-3-12,True,88.7371026450219,47208525.81860718,79698.47859388057,None,"{0: 2969.200664392831, 3: 361.29174522229164, 12: 1784.1873269520026}"
0-3-13,False,0,0,68862.07129755714,Time_Window_Violation,
0-3-14,True,59.68511604098967,46805611.50238378,83068.08125317341,None,"{0: 2845.0069212260105, 3: 361.29174502025234, 14: 1403.0987791214422}"
0-3-15,True,149.49182988321496,46182658.17070558,78256.83787204759,None,"{0: 2518.9170054281713, 3: 361.29170559228965, 15: 1061.603820939838}"
0-3-16,True,183.09836356578302,46654754.06434231,85504.68794558712,None,"{0: 2801.8921770907864, 3: 361.2916799770777, 16: 1306.5893279781649}"
0-3-17,False,0,0,75058.17834324311,Time_Window_Violation,
0-3-18,False,0,0,79940.3534974399,JobSolveStatus.INFEASIBLE_SOLUTION,
0-3-19,True,53.79805960397913,46492054.86538234,85589.57652762147,None,"{0: 2251.190606904178, 3: 355.15025364980625, 19: 853.7373482315018}"
0-3-20,False,0,0,46124.5154965971,Time_Window_Violation,
0-3-21,True,84.4311248761095,47153139.26572513,44761.64343836844,None,"{0: 2728.401151981816, 3: 361.2917318170986, 21: 2261.7853349779693}"
0-3-22,True,84.43112571825259,46954990.249850824,48089.03043041687,None,"{0: 2597.9251963617726, 3: 361.2917401070939, 22: 2009.3760278846898}"
0-3-23,True,72.15236420534183,46978397.58541276,46929.00931136195,None,"{0: 2559.7152471408403, 3: 361.2917153666007, 23: 1922.764975611524}"
0-3-24,False,0,0,54469.7505564546,Time_Window_Violation,
0-3-25,False,0,0,53279.97699256389,JobSolveStatus.INFEASIBLE_SOLUTION,
0-3-26,True,83.54774662827782,46760964.74137447,52184.360528755584,None,"{0: 2498.414407839462, 3: 361.2917285043991, 26: 1734.6953050065206}"
0-3-27,True,59.69531716541268,45556741.179505914,56842.60570763268,None,"{0: 1844.560567075417, 3: 361.29173789131767, 27: 781.9663878821082}"
0-3-28,True,114.20297038076194,46595257.4561039,55799.05904336659,None,"{0: 2362.208480429758, 3: 361.29172605381405, 28: 1467.4383990004765}"
0-3-29,True,59.685115810559196,45748146.34043595,63327.456514067984,None,"{0: 1984.4355961268438, 3: 361.2917427945216, 29: 885.9071697391238}"
0-3-30,True,62.258768051994224,46272814.35887498,61336.79137718309,None,"{0: 2300.2024691966812, 3: 361.29174486318084, 30: 1247.1989029042466}"
0-3-31,False,0,0,94218.87397898486,Time_Window_Violation,
0-3-32,False,0,0,88978.3483544575,Time_Window_Violation,
0-3-33,False,0,0,92452.4938431429,Time_Window_Violation,
0-3-34,True,84.43112620744654,46917856.500653505,88475.26738337656,None,"{0: 2937.2658382762816, 3: 361.2917449236027, 34: 1858.4253650407038}"
0-3-35,False,0,0,102473.45457050533,Time_Window_Violation,
0-3-36,True,81.96018797696817,46856475.56904809,94023.94932828977,None,"{0: 2939.327800352872, 3: 361.29168871529976, 36: 1771.8143113204073}"
0-3-37,True,83.94270575521698,47197182.4484985,103125.72267288034,None,"{0: 2208.983712707609, 3: 291.88759436935663, 37: 1073.9768320125306}"
0-3-38,True,109.17713591089847,47235922.35112682,106751.92789368756,None,"{0: 2392.6097426255346, 3: 361.29174025303183, 38: 1185.3338886617444}"
0-3-39,True,84.43112499307021,46663876.766226836,103393.23176558543,None,"{0: 2740.724868368116, 3: 361.2917330382357, 39: 1403.0988175395692}"
0-3-40,False,0,0,73414.2852664699,JobSolveStatus.INFEASIBLE_SOLUTION,
0-3-41,False,0,0,69519.16710428605,Time_Window_Violation,
0-3-42,False,0,0,70608.734202563,Time_Window_Violation,
0-3-43,False,0,0,64957.48563698189,Time_Window_Violation,
0-3-44,True,74.67146773901433,45900151.78763996,75028.25810967393,None,"{0: 2049.951891330633, 3: 361.2917372346151, 44: 1019.5356142219875}"
0-3-45,True,80.79269454280913,46268697.16868125,76432.52719361555,None,"{0: 2524.1761591992154, 3: 361.2917408102248, 45: 1484.760607841523}"
0-3-46,True,148.10531717110112,46010632.54633778,72771.28853321099,None,"{0: 2300.1397216429805, 3: 361.2916984758409, 46: 1259.5719081108596}"
0-3-47,True,59.685116104614906,47503528.5377764,67393.81215110637,None,"{0: 3039.300453860306, 3: 361.2917456452559, 47: 2608.229473864179}"
0-3-48,True,59.68511607988518,46371131.83075657,78074.73890763424,None,"{0: 2607.4318899659515, 3: 361.2917454103515, 48: 1563.947845684802}"
0-3-49,True,73.03122783619906,47570188.4060294,69348.59091228554,None,"{0: 3045.877886638669, 3: 361.2917122940995, 49: 2637.924662034159}"
0-3-50,True,59.685114924428966,46914431.29786069,76504.61245469173,None,"{0: 2878.1578497289834, 3: 361.2917339852619, 50: 2016.800065715331}"
0-4-1,True,73.51957183490134,47599317.40762816,39792.311968544236,None,"{0: 3014.7592129316936, 4: 1799.0349799150172, 1: 2392.9391757276303}"
0-4-2,True,147.79455853616355,47575593.55146089,42331.84967982712,None,"{0: 2919.5784094448145, 4: 1799.0349605434096, 2: 2152.9028836372336}"
0-4-3,False,0,0,36235.28577287193,Time_Window_Violation,
0-4-5,False,0,0,36243.51622669639,Time_Window_Violation,
0-4-6,False,0,0,39346.83825377462,Time_Window_Violation,
0-4-7,False,0,0,36939.197401021025,Time_Window_Violation,
0-4-8,False,0,0,40221.54055254967,Time_Window_Violation,
0-4-9,False,0,0,42682.65747351619,Time_Window_Violation,
0-4-10,False,0,0,42153.93477979557,Time_Window_Violation,
0-4-11,False,0,0,44828.72079252881,Time_Window_Violation,
0-4-12,False,0,0,80231.26636593699,Time_Window_Violation,
0-4-13,False,0,0,70106.23397819065,Time_Window_Violation,
0-4-14,False,0,0,83716.91708139707,Time_Window_Violation,
0-4-15,False,0,0,79226.21120319807,Time_Window_Violation,
0-4-16,False,0,0,86224.93656668326,Time_Window_Violation,
0-4-17,False,0,0,76412.42188696827,Time_Window_Violation,
0-4-18,False,0,0,81358.76069756493,Time_Window_Violation,
0-4-19,False,0,0,86708.59206119642,Time_Window_Violation,
0-4-20,False,0,0,49744.07792905877,Time_Window_Violation,
0-4-21,True,74.23803042016868,47099578.94374177,48308.80930346041,None,"{0: 2737.5518608625425, 4: 1799.0349413220472, 21: 2261.785330418795}"
0-4-22,True,36.53348802934556,47202351.28905626,51536.586962340574,None,"{0: 2655.682614637307, 4: 1799.03494795248, 22: 2147.5643373103735}"
0-4-23,False,0,0,50215.74345081764,Time_Window_Violation,
0-4-24,False,0,0,57869.60708255473,Time_Window_Violation,
0-4-25,False,0,0,56588.751286553896,Time_Window_Violation,
0-4-26,False,0,0,55323.09313614943,Time_Window_Violation,
0-4-27,False,0,0,60067.49774164696,Time_Window_Violation,
0-4-28,False,0,0,58852.54428938686,Time_Window_Violation,
0-4-29,False,0,0,66536.11108337862,Time_Window_Violation,
0-4-30,False,0,0,64280.16308272441,Time_Window_Violation,
0-4-31,False,0,0,97619.1696770165,Time_Window_Violation,
0-4-32,False,0,0,92254.13012889723,Time_Window_Violation,
0-4-33,False,0,0,95682.31059584575,Time_Window_Violation,
0-4-34,False,0,0,91547.7912612257,Time_Window_Violation,
0-4-35,False,0,0,105767.85683055653,Time_Window_Violation,
0-4-36,False,0,0,97032.15115718615,Time_Window_Violation,
0-4-37,False,0,0,106230.75814798663,Time_Window_Violation,
0-4-38,False,0,0,109819.54438894728,Time_Window_Violation,
0-4-39,False,0,0,106307.33859301909,Time_Window_Violation,
0-4-40,False,0,0,77365.65657708645,Time_Window_Violation,
0-4-41,False,0,0,73466.55361032873,Time_Window_Violation,
0-4-42,False,0,0,74531.92882266175,Time_Window_Violation,
0-4-43,False,0,0,68868.97838649583,Time_Window_Violation,
0-4-44,False,0,0,78945.19491358985,Time_Window_Violation,
0-4-45,False,0,0,80321.16774161528,Time_Window_Violation,
0-4-46,False,0,0,76649.36248026938,Time_Window_Violation,
0-4-47,True,49.49202023167646,47480687.60700119,71252.62638575367,None,"{0: 3035.723812565696, 4: 1799.0349414984657, 47: 2608.229473097386}"
0-4-48,False,0,0,81931.4913182892,Time_Window_Violation,
0-4-49,True,62.83813399485443,47577535.240159735,73167.03964644321,None,"{0: 3043.660357469957, 4: 1799.0349610666005, 49: 2637.924675605407}"
0-4-50,False,0,0,80309.70998544201,Time_Window_Violation,
0-5-1,False,0,0,38056.928329810245,Time_Window_Violation,
0-5-2,False,0,0,41579.22597335516,Time_Window_Violation,
0-5-3,False,0,0,32257.261447018653,Time_Window_Violation,
0-5-4,False,0,0,36243.51622669639,Time_Window_Violation,
0-5-6,False,0,0,38604.881905421134,Time_Window_Violation,
0-5-7,False,0,0,33368.81392792135,Time_Window_Violation,
0-5-8,False,0,0,38243.51622669639,Time_Window_Violation,
0-5-9,False,0,0,41635.62143009619,Time_Window_Violation,
0-5-10,False,0,0,38966.86837652724,Time_Window_Violation,
0-5-11,False,0,0,42841.886403108605,Time_Window_Violation,
0-5-12,False,0,0,79460.42097655448,Time_Window_Violation,
0-5-13,False,0,0,68299.26932691818,Time_Window_Violation,
0-5-14,False,0,0,82774.35450619232,Time_Window_Violation,
0-5-15,False,0,0,77815.31261645014,Time_Window_Violation,
0-5-16,False,0,0,85176.17218655132,Time_Window_Violation,
0-5-17,False,0,0,74434.39756111498,Time_Window_Violation,
0-5-18,False,0,0,79280.44510752487,Time_Window_Violation,
0-5-19,False,0,0,85070.88475291582,Time_Window_Violation,
0-5-20,False,0,0,44342.1186627201,Time_Window_Violation,
0-5-21,False,0,0,43022.59099056125,Time_Window_Violation,
0-5-22,False,0,0,46403.2441855608,Time_Window_Violation,
0-5-23,False,0,0,45337.39648450681,Time_Window_Violation,
0-5-24,False,0,0,52804.31404793083,Time_Window_Violation,
0-5-25,False,0,0,51666.42645987581,Time_Window_Violation,
0-5-26,False,0,0,50667.21717457948,Time_Window_Violation,
0-5-27,False,0,0,55271.717585487924,Time_Window_Violation,
0-5-28,False,0,0,54323.70165067479,Time_Window_Violation,
0-5-29,False,0,0,61759.79986181025,Time_Window_Violation,
0-5-30,False,0,0,59914.366025699,Time_Window_Violation,
0-5-31,False,0,0,92537.19001184101,Time_Window_Violation,
0-5-32,False,0,0,87363.40356059925,Time_Window_Violation,
0-5-33,False,0,0,90860.75087092037,Time_Window_Violation,
0-5-34,False,0,0,86967.18127845689,Time_Window_Violation,
0-5-35,False,0,0,100845.6329349993,Time_Window_Violation,
0-5-36,False,0,0,92547.56669937512,Time_Window_Violation,
0-5-37,False,0,0,101596.41701948158,Time_Window_Violation,
0-5-38,False,0,0,105241.19984599791,Time_Window_Violation,
0-5-39,False,0,0,101962.84809036634,Time_Window_Violation,
0-5-40,False,0,0,71441.41067365935,Time_Window_Violation,
0-5-41,False,0,0,67548.54322955696,Time_Window_Violation,
0-5-42,False,0,0,68651.21661922368,Time_Window_Violation,
0-5-43,False,0,0,63006.61083440005,Time_Window_Violation,
0-5-44,False,0,0,73073.95462536217,Time_Window_Violation,
0-5-45,False,0,0,74493.42572541945,Time_Window_Violation,
0-5-46,False,0,0,70838.10596455444,Time_Window_Violation,
0-5-47,False,0,0,65471.49117054853,Time_Window_Violation,
0-5-48,False,0,0,76152.70717974429,Time_Window_Violation,
0-5-49,False,0,0,67448.0093772138,Time_Window_Violation,
0-5-50,False,0,0,74610.49609418881,Time_Window_Violation,
0-6-1,True,138.8819684456571,47568547.297679044,42780.56120586219,None,"{0: 3005.4068465319474, 6: 1737.1698980971942, 1: 2392.939165358947}"
0-6-2,True,213.15695726657395,47581817.038304925,44714.547641681085,None,"{0: 2922.7973395842887, 6: 1737.1699068280586, 2: 2152.9028818462793}"
0-6-3,False,0,0,38730.06677206109,Time_Window_Violation,
0-6-4,True,114.85441373396901,47445718.952558145,39346.83825377462,None,"{0: 2614.447683331331, 6: 1737.1698977038563, 4: 1799.035038521699}"
0-6-5,False,0,0,38604.881905421134,Time_Window_Violation,
0-6-7,False,0,0,38000.0,Time_Window_Violation,
0-6-8,False,0,0,39346.83825377462,Time_Window_Violation,
0-6-9,False,0,0,41335.81921974157,Time_Window_Violation,
0-6-10,False,0,0,41594.00650908551,Time_Window_Violation,
0-6-11,False,0,0,43646.882704388496,Time_Window_Violation,
0-6-12,False,0,0,79010.57772878086,Time_Window_Violation,
0-6-13,False,0,0,68779.509562509,Time_Window_Violation,
0-6-14,False,0,0,82440.52646589346,Time_Window_Violation,
0-6-15,False,0,0,77880.93717566655,Time_Window_Violation,
0-6-16,False,0,0,84923.78569122414,Time_Window_Violation,
0-6-17,False,0,0,75105.16011267618,Time_Window_Violation,
0-6-18,False,0,0,80065.25932369227,Time_Window_Violation,
0-6-19,False,0,0,85364.2489470286,Time_Window_Violation,
0-6-20,False,0,0,50470.91055358389,Time_Window_Violation,
0-6-21,True,139.60042451564914,47064699.92699285,48921.12195050159,None,"{0: 2752.308813424796, 6: 1737.169898665003, 21: 2261.7853480406316}"
0-6-22,True,125.63506374689496,46921195.24513168,51974.177107281255,None,"{0: 2588.4930171395204, 6: 1668.250590834805, 22: 2009.3760538678298}"
0-6-23,True,103.67737350459294,46883646.36417179,50439.08891458577,None,"{0: 2538.7626525874766, 6: 1620.4848388285093, 23: 1922.7649893048997}"
0-6-24,False,0,0,58207.43687382041,Time_Window_Violation,
0-6-25,False,0,0,56804.31404793083,Time_Window_Violation,
0-6-26,False,0,0,55329.672829525094,Time_Window_Violation,
0-6-27,False,0,0,60158.87332896631,Time_Window_Violation,
0-6-28,False,0,0,58742.760692214586,Time_Window_Violation,
0-6-29,False,0,0,66586.22844826744,Time_Window_Violation,
0-6-30,False,0,0,64028.6393595557,Time_Window_Violation,
0-6-31,False,0,0,97884.15585751538,Time_Window_Violation,
0-6-32,False,0,0,92348.06869173393,Time_Window_Violation,
0-6-33,False,0,0,95711.75499185879,Time_Window_Violation,
0-6-34,False,0,0,91388.26948140329,Time_Window_Violation,
0-6-35,False,0,0,105874.35712434293,Time_Window_Violation,
0-6-36,False,0,0,96793.52940717328,Time_Window_Violation,
0-6-37,False,0,0,106095.43901964548,Time_Window_Violation,
0-6-38,False,0,0,109637.5335643191,Time_Window_Violation,
0-6-39,False,0,0,105958.90390025516,Time_Window_Violation,
0-6-40,False,0,0,78934.7346307633,Time_Window_Violation,
0-6-41,False,0,0,75017.85109745835,Time_Window_Violation,
0-6-42,False,0,0,75969.54868335344,Time_Window_Violation,
0-6-43,False,0,0,70266.05527266642,Time_Window_Violation,
0-6-44,False,0,0,80352.71770332678,Time_Window_Violation,
0-6-45,False,0,0,81622.32405339269,Time_Window_Violation,
0-6-46,False,0,0,77918.79607544761,Time_Window_Violation,
0-6-47,True,114.85441716953108,47399989.51019279,72467.84667065865,None,"{0: 3037.9516134005344, 6: 1737.1699057240767, 47: 2608.22948758321}"
0-6-48,False,0,0,83128.21910558753,Time_Window_Violation,
0-6-49,True,128.20053307627916,47468071.37187616,74264.88546693843,None,"{0: 3044.907474461337, 6: 1737.1699075989138, 49: 2637.924668265955}"
0-6-50,False,0,0,81363.58939168772,Time_Window_Violation,
0-7-1,True,105.9768602648366,47496744.497714035,40066.70649940391,None,"{0: 2998.7525321253556, 7: 556.7851998801709, 1: 2392.9391746446827}"
0-7-2,True,180.25184509390226,47400213.48377417,43018.65236552115,None,"{0: 2928.632416902603, 7: 556.7851957458364, 2: 2152.9028810497325}"
0-7-3,False,0,0,34124.5154965971,Time_Window_Violation,
0-7-4,True,81.9493086008575,47092644.39527225,36939.197401021025,None,"{0: 2650.1299304857394, 7: 556.7852238300902, 4: 1799.0349479215154}"
0-7-5,False,0,0,33368.81392792135,Time_Window_Violation,
0-7-6,True,147.31170648468958,47163633.35655813,38000.0,None,"{0: 2625.1543338324373, 7: 556.7852024882889, 6: 1737.1699069780827}"
0-7-8,True,106.6953184522403,46922503.68724897,36939.197401021025,None,"{0: 1619.9606184217114, 7: 556.7852208795218, 8: 631.0232622394769}"
0-7-9,True,81.94930885352458,46981569.50747283,40571.88719724136,None,"{0: 2348.160309691938, 7: 556.7852260592348, 9: 1321.4369455248936}"
0-7-10,True,81.94930780492831,46998222.97699368,37763.054614240216,None,"{0: 1805.2967209128897, 7: 556.7852167927792, 10: 883.4325682842504}"
0-7-11,True,81.94930816635058,46970721.28029676,41477.8345992338,None,"{0: 2141.695783443426, 7: 556.7852199894713, 11: 1108.6212598637367}"
0-7-12,True,111.00129390895623,46975697.89930209,78286.30240313994,None,"{0: 2996.5012302065693, 7: 556.785212606151, 12: 1784.1872968105154}"
0-7-13,False,0,0,66930.45539899684,Time_Window_Violation,
0-7-14,True,81.94930877488974,46567594.84332277,81529.84196491365,None,"{0: 2895.2266192370616, 7: 556.7852253702434, 14: 1403.0987793998816}"
0-7-15,True,171.75602254684526,46247124.530215554,76468.6239861073,None,"{0: 2509.7731060692176, 7: 556.7851882168274, 15: 1061.6038209835865}"
0-7-16,True,205.36256063455846,46422744.950691916,83897.5171897602,None,"{0: 2829.3045325344756, 7: 556.7852052264376, 16: 1306.589333698844}"
0-7-17,False,0,0,73071.38025870285,Time_Window_Violation,
0-7-18,False,0,0,77925.99957050022,Time_Window_Violation,
0-7-19,False,0,0,83704.34594332207,Time_Window_Violation,
0-7-20,False,0,0,44867.9622641132,Time_Window_Violation,
0-7-21,True,106.6953189041389,47293345.90407311,43402.68956127082,None,"{0: 2743.744521726664, 7: 556.7852249487005, 21: 2261.785331409319}"
0-7-22,True,106.69531891361032,47143362.02590451,46604.61397518221,None,"{0: 2614.4229037599794, 7: 556.7852250320797, 22: 2009.376027125453}"
0-7-23,True,94.41655973195537,47144660.824730806,45278.82059609971,None,"{0: 2575.396319432728, 7: 556.7852233938607, 23: 1922.764987876041}"
0-7-24,False,0,0,52931.71219946131,Time_Window_Violation,
0-7-25,False,0,0,51651.03047910475,Time_Window_Violation,
0-7-26,True,105.81193859326376,47068291.70684914,50412.46353858017,None,"{0: 2526.496458077776, 7: 556.7852038248817, 26: 1734.695301633722}"
0-7-27,True,74.26316869122357,45792050.10113608,55139.95831416893,None,"{0: 1836.7057625811622, 7: 420.9457965795822, 27: 781.973921138211}"
0-7-28,True,136.46716439727038,46866285.502795905,53968.50187798594,None,"{0: 2386.163493067654, 7: 556.7852197136106, 28: 1467.4384014029843}"
0-7-29,True,76.97204927269883,45750301.75415777,61612.496949731394,None,"{0: 2046.438249398345, 7: 556.7851575372367, 29: 976.6621614516916}"
0-7-30,True,84.52296097216414,46342192.56582407,59440.952549114954,None,"{0: 2320.4970978750043, 7: 556.7852268681916, 30: 1247.1989065955138}"
0-7-31,False,0,0,92680.32888274282,Time_Window_Violation,
0-7-32,False,0,0,87321.64308424221,Time_Window_Violation,
0-7-33,False,0,0,90757.16548465703,Time_Window_Violation,
0-7-34,True,106.69531801665778,46531973.48654847,86663.58789941257,None,"{0: 2969.806441526098, 7: 556.7852171082064, 34: 1858.4253671489362}"
0-7-35,False,0,0,100833.54443956338,Time_Window_Violation,
0-7-36,True,104.22438587818687,46295169.97390081,92172.00232324448,None,"{0: 2957.4558747944793, 7: 556.7852203638663, 36: 1771.8143258478294}"
0-7-37,False,0,0,101337.22314166234,Time_Window_Violation,
0-7-38,True,117.71874071084477,47172065.327622935,104938.49802368286,None,"{0: 2428.5721124042357, 7: 420.6821734312916, 38: 1202.7713834644842}"
0-7-39,True,106.69531871766694,46865876.04553179,101488.71673379882,None,"{0: 2665.7793540566963, 7: 556.7852233024478, 39: 1403.0987933289318}"
0-7-40,False,0,0,72961.09181886079,Time_Window_Violation,
0-7-41,False,0,0,69047.22224714857,Time_Window_Violation,
0-7-42,False,0,0,70026.31783124752,Time_Window_Violation,
0-7-43,False,0,0,64333.44252138826,Time_Window_Violation,
0-7-44,False,0,0,74418.83705770956,Time_Window_Violation,
0-7-45,True,103.0568856124408,45972412.76668841,75723.76315953671,None,"{0: 2522.7080179505706, 7: 556.7852068449055, 45: 1484.7606019456637}"
0-7-46,True,170.36951059866152,45833064.06753956,72031.3505753127,None,"{0: 2291.9522785638756, 7: 556.7851893460399, 46: 1259.5719094454596}"
0-7-47,True,81.94930900328728,47452201.646150775,66600.75132712461,None,"{0: 3042.1535852013253, 7: 556.785227382095, 47: 2608.2294733529666}"
0-7-48,True,81.94930887647384,46089352.2422537,77271.13950140175,None,"{0: 2617.4458436110785, 7: 556.7852262628185, 48: 1563.9478455532162}"
