sequence,feasible,objective,total_energy,total_dist,failure_reason,arrival_times
0-14-24,False,0,0,89485.67344880945,Time_Window_Violation,
0-14-25,False,0,0,87626.1663102922,Time_Window_Violation,
0-14-26,False,0,0,85318.35247251342,Time_Window_Violation,
0-14-27,False,0,0,89489.7281153709,Time_Window_Violation,
0-14-28,False,0,0,87094.04449458548,Time_Window_Violation,
0-14-29,False,0,0,94414.43359422506,Time_Window_Violation,
0-14-30,False,0,0,90039.45819314299,Time_Window_Violation,
0-14-31,False,0,0,124318.19749953545,Time_Window_Violation,
0-14-32,False,0,0,117552.63799877273,Time_Window_Violation,
0-14-33,False,0,0,120010.93320858199,Time_Window_Violation,
0-14-34,False,0,0,114124.84699054633,Time_Window_Violation,
0-14-35,False,0,0,130247.18654367197,Time_Window_Violation,
0-14-36,False,0,0,118175.30399183769,Time_Window_Violation,
0-14-37,False,0,0,127895.39172606639,Time_Window_Violation,
0-14-38,False,0,0,130678.31270995823,Time_Window_Violation,
0-14-39,False,0,0,125319.47489185492,Time_Window_Violation,
0-14-40,False,0,0,116488.35004017633,Time_Window_Violation,
0-14-41,False,0,0,112609.93359914728,Time_Window_Violation,
0-14-42,False,0,0,112800.01963503424,Time_Window_Violation,
0-14-43,False,0,0,107105.98561023653,Time_Window_Violation,
0-14-44,False,0,0,116799.69597434162,Time_Window_Violation,
0-14-45,False,0,0,117296.79000966778,Time_Window_Violation,
0-14-46,False,0,0,113548.97072331245,Time_Window_Violation,
0-14-47,True,49.49202032357397,47334117.85229941,108021.04929031746,None,"{0: 3032.9062605150925, 14: 1403.0987771626546, 47: 2608.2294726998994}"
0-14-48,False,0,0,118007.44966218228,Time_Window_Violation,
0-14-49,True,62.83813371677678,47513022.50093595,108925.42326866409,None,"{0: 3042.206890277541, 14: 1403.0987875554724, 49: 2637.924673859757}"
0-14-50,False,0,0,115311.57487396486,Time_Window_Violation,
0-15-1,True,163.3262911356095,46939610.51608713,82467.9036946334,None,"{0: 2997.644151087502, 15: 1061.6038313531694, 1: 2392.939179915957}"
0-15-2,True,237.60127594610344,46540437.26497149,83596.86491840072,None,"{0: 2927.233031600554, 15: 1061.6038296589359, 2: 2152.9028831364126}"
0-15-3,False,0,0,78256.83787204759,Time_Window_Violation,
0-15-4,True,139.29873593023444,46044750.6710726,79226.21120319807,None,"{0: 2657.8982595763428, 15: 1061.6038284313008, 4: 1799.0349714849892}"
0-15-5,False,0,0,77815.31261645014,Time_Window_Violation,
0-15-6,True,204.66113273028935,46066841.26663898,77880.93717566655,None,"{0: 2633.2221622536676, 15: 1061.6038159859702, 6: 1737.1699000772132}"
0-15-7,False,0,0,76468.6239861073,Time_Window_Violation,
0-15-8,False,0,0,75799.59068369867,Time_Window_Violation,
0-15-9,True,133.24834122032053,46105846.419094935,76746.52427885568,None,"{0: 2366.657392238005, 15: 1061.6038311910063, 9: 1399.1654837797855}"
0-15-10,False,0,0,73336.8518975633,Time_Window_Violation,
0-15-11,False,0,0,74303.47069676667,Time_Window_Violation,
0-15-12,True,168.3507242658666,46741272.95028812,81205.44609582491,None,"{0: 2983.0702407747067, 15: 1061.6038346957987, 12: 1784.1873233951019}"
0-15-13,False,0,0,72246.52116327312,Time_Window_Violation,
0-15-14,True,139.29873574812052,46589032.23858282,80798.01487008325,None,"{0: 2885.5842427520565, 15: 1061.6038277956065, 14: 1403.0987914914274}"
0-15-16,True,262.711990035844,46474513.15084584,81366.80149613264,None,"{0: 2839.8972037065287, 15: 1061.6038282691163, 16: 1306.5893342194158}"
0-15-17,False,0,0,74742.32917246783,Time_Window_Violation,
0-15-18,False,0,0,78481.91962583276,Time_Window_Violation,
0-15-19,False,0,0,80106.76113417317,Time_Window_Violation,
0-15-20,False,0,0,77678.28935632369,Time_Window_Violation,
0-15-21,True,164.0447465469269,46564810.62129983,75985.68927646248,None,"{0: 2806.163662352795, 15: 1061.603829997779, 21: 2261.785335347995}"
0-15-22,True,164.0447472167316,46211573.72626293,77341.47737235841,None,"{0: 2707.24245602706, 15: 1061.60383240358, 22: 2009.3760284407317}"
0-15-23,True,151.76598867238417,46101281.70294506,75304.32225145327,None,"{0: 2639.1376345420567, 15: 1061.6038340199582, 23: 1922.764987515489}"
0-15-24,False,0,0,81469.32540613099,Time_Window_Violation,
0-15-25,False,0,0,79631.18401171723,Time_Window_Violation,
0-15-26,True,163.16136845644164,45939006.232137896,77361.99862344572,None,"{0: 2558.5941753845923, 15: 1061.6038293751778, 26: 1734.695305099385}"
0-15-27,False,0,0,81333.01120392104,Time_Window_Violation,
0-15-28,True,192.84607043616404,46170283.243377864,78954.91452533759,None,"{0: 2329.517494229225, 15: 1054.662043994791, 28: 1467.4384002611455}"
0-15-29,False,0,0,86055.5127546399,Time_Window_Violation,
0-15-30,False,0,0,81671.0408827282,Time_Window_Violation,
0-15-31,False,0,0,115694.25470360118,Time_Window_Violation,
0-15-32,False,0,0,108909.3456125003,Time_Window_Violation,
0-15-33,False,0,0,111342.84801876254,Time_Window_Violation,
0-15-34,True,164.04474771032153,46642585.81632188,105443.78223604319,None,"{0: 2873.9758071065994, 15: 1061.6038341759427, 34: 1858.4253656933622}"
0-15-35,False,0,0,121568.54318648513,Time_Window_Violation,
0-15-36,True,161.57381455856523,47261535.00368482,109489.71734328681,None,"{0: 2817.828796354479, 15: 1061.6038318323335, 36: 1771.8143249059567}"
0-15-37,False,0,0,119212.70256233952,Time_Window_Violation,
0-15-38,False,0,0,122007.92856081229,Time_Window_Violation,
0-15-39,False,0,0,116678.09023762538,Time_Window_Violation,
0-15-40,False,0,0,108872.57342728095,Time_Window_Violation,
0-15-41,False,0,0,105026.21828962993,Time_Window_Violation,
0-15-42,False,0,0,105097.98770709329,Time_Window_Violation,
0-15-43,False,0,0,99448.61182640822,Time_Window_Violation,
0-15-44,False,0,0,109016.01251190767,Time_Window_Violation,
0-15-45,False,0,0,109406.38766556565,Time_Window_Violation,
0-15-46,False,0,0,105677.37572513895,Time_Window_Violation,
0-15-47,True,139.29873725591088,46837415.93628556,100180.99141842428,None,"{0: 3033.9817651458125, 15: 1061.603833176009, 47: 2608.229476684482}"
0-15-48,False,0,0,110015.27593870975,Time_Window_Violation,
0-15-49,True,152.64485195421744,47080579.68498719,100970.4649950442,None,"{0: 3043.0038719278546, 15: 1061.6038315345338, 49: 2637.924676194829}"
0-15-50,True,139.2987375406927,46826386.89232353,107232.56774641394,None,"{0: 2777.220636240813, 15: 1061.603834254453, 50: 2016.7999385432622}"
0-16-1,True,196.9328261465247,46545379.54107264,89225.26334942412,None,"{0: 2997.2157281963746, 16: 1306.589333637442, 1: 2392.9391762890436}"
0-16-2,True,271.20780259724484,46378357.10646155,90081.57634380755,None,"{0: 2925.2518459733587, 16: 1306.5893218832111, 2: 2152.902872117707}"
0-16-3,False,0,0,85504.68794558712,Time_Window_Violation,
0-16-4,True,172.9052682320903,46519761.419880286,86224.93656668327,None,"{0: 2588.9412705370733, 16: 1306.589329005764, 4: 1799.0350278248436}"
0-16-5,False,0,0,85176.17218655131,Time_Window_Violation,
0-16-6,True,238.2676724104349,46504325.5243347,84923.78569122414,None,"{0: 2544.201183300137, 16: 1306.5893341132517, 6: 1737.1699084769477}"
0-16-7,False,0,0,83897.5171897602,Time_Window_Violation,
0-16-8,False,0,0,83180.89582404747,Time_Window_Violation,
0-16-9,False,0,0,83841.78901145449,Time_Window_Violation,
0-16-10,False,0,0,81281.78022955338,Time_Window_Violation,
0-16-11,False,0,0,81889.88364534255,Time_Window_Violation,
0-16-12,True,201.9572550847293,46538463.131827846,83390.15427081229,None,"{0: 2991.090704210459, 16: 1306.5893292723927, 12: 1784.1872152053293}"
0-16-13,False,0,0,81315.17137017703,Time_Window_Violation,
0-16-14,True,172.9052712614664,46580412.4679811,81668.6260498016,None,"{0: 2879.262859155552, 16: 1306.5893329909854, 14: 1403.098796124143}"
0-16-15,False,0,0,81366.80149613264,Time_Window_Violation,
0-16-17,False,0,0,83810.97937937174,Time_Window_Violation,
0-16-18,False,0,0,86846.96768831907,Time_Window_Violation,
0-16-19,False,0,0,86433.6049328915,Time_Window_Violation,
0-16-20,False,0,0,86711.83818789534,Time_Window_Violation,
0-16-21,True,197.65128045007202,46212727.331511386,84991.20706781164,None,"{0: 2810.4817341326184, 16: 1306.5893316636518, 21: 2261.7853422076737}"
0-16-22,True,197.6512791887758,46325790.25319739,86432.66749478847,None,"{0: 2657.688834894312, 16: 1306.5893299904847, 22: 2009.3760363751803}"
0-16-23,True,185.37252026863382,46319691.3418262,84359.6381340128,None,"{0: 2616.254635290743, 16: 1306.589330049811, 23: 1922.764966641837}"
0-16-24,False,0,0,90666.62780082013,Time_Window_Violation,
0-16-25,False,0,0,88820.67322847157,Time_Window_Violation,
0-16-26,True,170.34148952096297,46564586.89188893,86536.48969382573,None,"{0: 2450.899606275629, 16: 1236.108187139586, 26: 1734.6953041667205}"
0-16-27,False,0,0,90564.61456167823,Time_Window_Violation,
0-16-28,False,0,0,88180.96075152476,Time_Window_Violation,
0-16-29,False,0,0,95311.28874149275,Time_Window_Violation,
0-16-30,False,0,0,90926.81686958106,Time_Window_Violation,
0-16-31,False,0,0,124842.50353991744,Time_Window_Violation,
0-16-32,False,0,0,118031.78762964098,Time_Window_Violation,
0-16-33,False,0,0,120409.92205875323,Time_Window_Violation,
0-16-34,True,167.0996955456959,48103593.34127105,114460.78425853825,None,"{0: 2754.751374186616, 16: 1306.589332757014, 34: 1991.1996013013165}"
0-16-35,False,0,0,130591.68681536504,Time_Window_Violation,
0-16-36,False,0,0,118386.64652740778,Time_Window_Violation,
0-16-37,False,0,0,128071.53741448029,Time_Window_Violation,
0-16-38,False,0,0,130786.63400664987,Time_Window_Violation,
0-16-39,False,0,0,125343.93703298128,Time_Window_Violation,
0-16-40,False,0,0,117935.58812453796,Time_Window_Violation,
0-16-41,False,0,0,114074.58784944381,Time_Window_Violation,
0-16-42,False,0,0,114195.55125588972,Time_Window_Violation,
0-16-43,False,0,0,108526.59951109755,Time_Window_Violation,
0-16-44,False,0,0,118145.81975018105,Time_Window_Violation,
0-16-45,False,0,0,118573.6679539854,Time_Window_Violation,
0-16-46,False,0,0,114837.69526411394,Time_Window_Violation,
0-16-47,True,172.90526620602043,46999658.54776304,109329.24025474055,None,"{0: 3031.76315348695, 16: 1306.589326259551, 47: 2608.2295085931974}"
0-16-48,False,0,0,119213.86924723496,Time_Window_Violation,
0-16-49,True,186.25138720517748,47134741.937759206,110156.61705847994,None,"{0: 3041.2687363551013, 16: 1306.5893340105629, 49: 2637.924669990503}"
0-16-50,True,163.21622662917366,48200250.855086856,116453.33865585385,None,"{0: 2692.199533262887, 16: 1282.0837567962906, 50: 2177.6488893978362}"
0-17-1,False,0,0,79875.84466492553,Time_Window_Violation,
0-17-2,False,0,0,81376.2401742737,Time_Window_Violation,
0-17-3,False,0,0,75058.17834324313,Time_Window_Violation,
0-17-4,False,0,0,76412.42188696827,Time_Window_Violation,
0-17-5,False,0,0,74434.39756111498,Time_Window_Violation,
0-17-6,False,0,0,75105.16011267618,Time_Window_Violation,
0-17-7,False,0,0,73071.38025870285,Time_Window_Violation,
0-17-8,False,0,0,72602.04198738535,Time_Window_Violation,
0-17-9,False,0,0,74016.93098102351,Time_Window_Violation,
0-17-10,False,0,0,69300.09028660499,Time_Window_Violation,
0-17-11,False,0,0,70976.29069240188,Time_Window_Violation,
0-17-12,False,0,0,83587.07275574666,Time_Window_Violation,
0-17-13,False,0,0,68107.49521219215,Time_Window_Violation,
0-17-14,False,0,0,83429.31853327129,Time_Window_Violation,
0-17-15,False,0,0,74742.32917246783,Time_Window_Violation,
0-17-16,False,0,0,83810.97937937174,Time_Window_Violation,
0-17-18,False,0,0,71656.99067002081,Time_Window_Violation,
0-17-19,False,0,0,78183.851885072,Time_Window_Violation,
0-17-20,False,0,0,71032.50085841752,Time_Window_Violation,
0-17-21,False,0,0,69441.93418002469,Time_Window_Violation,
0-17-22,False,0,0,70547.04907925878,Time_Window_Violation,
0-17-23,False,0,0,68662.33138569133,Time_Window_Violation,
0-17-24,False,0,0,74263.16158218776,Time_Window_Violation,
0-17-25,False,0,0,72476.0281214576,Time_Window_Violation,
0-17-26,False,0,0,70302.66001195241,Time_Window_Violation,
0-17-27,False,0,0,73956.09897119676,Time_Window_Violation,
0-17-28,False,0,0,71637.22488545108,Time_Window_Violation,
0-17-29,False,0,0,78381.52401866234,Time_Window_Violation,
0-17-30,False,0,0,74016.93098102351,Time_Window_Violation,
0-17-31,False,0,0,107634.82738193255,Time_Window_Violation,
0-17-32,False,0,0,100827.0743544097,Time_Window_Violation,
0-17-33,False,0,0,103228.31028557644,Time_Window_Violation,
0-17-34,False,0,0,97312.69769378052,Time_Window_Violation,
0-17-35,False,0,0,113439.99882963914,Time_Window_Violation,
0-17-36,False,0,0,101352.55611856445,Time_Window_Violation,
0-17-37,False,0,0,111079.17982925812,Time_Window_Violation,
0-17-38,False,0,0,113890.04517517891,Time_Window_Violation,
0-17-39,False,0,0,108598.65172125798,Time_Window_Violation,
0-17-40,False,0,0,102021.23362200451,Time_Window_Violation,
0-17-41,False,0,0,98221.7053897504,Time_Window_Violation,
0-17-42,False,0,0,98156.0496734642,Time_Window_Violation,
0-17-43,False,0,0,92574.61569452792,Time_Window_Violation,
0-17-44,False,0,0,101969.79751102417,Time_Window_Violation,
0-17-45,False,0,0,102234.8554744714,Time_Window_Violation,
0-17-46,False,0,0,98535.94046376685,Time_Window_Violation,
0-17-47,False,0,0,93090.63402365558,Time_Window_Violation,
0-17-48,False,0,0,102723.18147653907,Time_Window_Violation,
0-17-49,False,0,0,93742.08057916859,Time_Window_Violation,
0-17-50,False,0,0,99843.01556993426,Time_Window_Violation,
0-18-1,True,81.44914700353718,48015846.517159835,84842.72435309552,None,"{0: 2857.177674885834, 18: 579.5957266190185, 1: 2392.9391825332737}"
0-18-2,True,155.72412848188105,47608351.9420466,86384.67983890678,None,"{0: 2743.3473067161094, 18: 579.5957472609922, 2: 2152.9028818438355}"
0-18-3,False,0,0,79940.3534974399,Time_Window_Violation,
0-18-4,True,57.421592730185324,46952948.39613108,81358.76069756493,None,"{0: 2494.2665329932042, 18: 579.5957259922442, 4: 1799.0349461631197}"
0-18-5,False,0,0,79280.44510752487,Time_Window_Violation,
0-18-6,True,122.78398848563609,46889185.062009215,80065.25932369227,None,"{0: 2461.063529771016, 18: 579.5957506069146, 6: 1737.1699057681833}"
0-18-7,False,0,0,77925.99957050022,Time_Window_Violation,
0-18-8,False,0,0,77507.73989594483,Time_Window_Violation,
0-18-9,True,57.42159086156616,46355376.06225527,78992.2948934488,None,"{0: 2246.4115339297205, 18: 579.5957360973838, 9: 1321.4369543670336}"
0-18-10,True,49.74466641825762,46143273.88539309,74050.10587302891,None,"{0: 1819.8253162746241, 18: 579.5957285954386, 10: 939.1320061162168}"
0-18-11,True,57.42159085845708,45944373.529932044,75882.83478153698,None,"{0: 2076.7987026740548, 18: 579.5957361246287, 11: 1108.621262557856}"
0-18-12,True,86.47357766557795,47778313.12459326,87576.34021237787,None,"{0: 2768.5799826833054, 18: 579.5957349015573, 12: 1784.1873027949482}"
0-18-13,False,0,0,73161.1826608261,Time_Window_Violation,
0-18-14,True,57.42159178341507,47073179.944045484,86919.23198336994,None,"{0: 2613.1107811748784, 18: 579.5957311224512, 14: 1403.0987833985243}"
0-18-15,True,147.22831092249157,46478126.68128587,78481.91962583276,None,"{0: 2356.9211822966936, 18: 579.5957241389302, 15: 1061.6038357434154}"
0-18-16,True,180.83484586724092,47047619.30154981,86846.96768831907,None,"{0: 2565.144448681556, 18: 579.5957314715449, 16: 1306.589335797116}"
0-18-17,False,0,0,71656.99067002081,Time_Window_Violation,
0-18-19,True,57.42159113981046,46239298.283904396,79406.58743886065,None,"{0: 2124.003910269348, 18: 579.5957345152749, 19: 687.9391057790994}"
0-18-20,False,0,0,74510.09853355389,Time_Window_Violation,
0-18-21,True,82.16760288557651,47421277.94645689,73012.43852200492,None,"{0: 2661.1395496828786, 18: 579.5957261066255, 21: 2261.7853314514314}"
0-18-22,True,82.16760301909483,47077858.9214497,73940.55374716963,None,"{0: 2533.578438980542, 18: 579.5957253818142, 22: 2009.3760270073753}"
0-18-23,True,69.88884408174643,46889975.84782222,72209.0599430805,None,"{0: 2493.6955059913903, 18: 579.5957250637068, 23: 1922.7649891672197}"
0-18-24,False,0,0,77281.1630949999,Time_Window_Violation,
0-18-25,False,0,0,75567.95741771784,Time_Window_Violation,
0-18-26,True,81.28422522258292,46794829.82686956,73527.40713516717,None,"{0: 2416.7212670730532, 18: 579.5957247609188, 26: 1734.6953121044057}"
0-18-27,False,0,0,76824.1731517229,Time_Window_Violation,
0-18-28,True,111.93944899489077,46345083.66633677,74616.04343453475,None,"{0: 2284.3090391742135, 18: 579.5957259807903, 28: 1467.438402562212}"
0-18-29,True,51.29889044124377,46498247.292828895,80850.4366272913,None,"{0: 1894.343907002667, 18: 579.5957279601776, 29: 997.5481654391109}"
0-18-30,True,59.99524480488488,46067774.802546725,76586.39531550399,None,"{0: 2199.263306854191, 18: 579.5957257324103, 30: 1247.198901657856}"
0-18-31,False,0,0,109207.64746331697,Time_Window_Violation,
0-18-32,False,0,0,102333.45472033854,Time_Window_Violation,
0-18-33,False,0,0,104574.58488295731,Time_Window_Violation,
0-18-34,True,82.16759858730279,47604965.63663879,98549.45214222939,None,"{0: 2750.6406200305037, 18: 579.5957494296551, 34: 1858.425371460167}"
0-18-35,False,0,0,114665.26084482353,Time_Window_Violation,
0-18-36,True,79.69667068496176,47592162.437529266,102333.45472033854,None,"{0: 2734.1872767690566, 18: 579.5957244576034, 36: 1771.8143278607283}"
0-18-37,False,0,0,111985.41387329332,JobSolveStatus.INFEASIBLE_SOLUTION,
0-18-38,True,100.53411121456537,47919707.84450272,114665.26084482353,None,"{0: 2220.9712647030515, 18: 579.5957257648439, 38: 1203.8394277158122}"
0-18-39,True,82.16760290227906,47240393.177234165,109207.64746331697,None,"{0: 2574.7478424428473, 18: 579.5957260147115, 39: 1403.098788677762}"
0-18-40,False,0,0,105215.15619639622,Time_Window_Violation,
0-18-41,False,0,0,101460.50355711428,Time_Window_Violation,
0-18-42,False,0,0,101283.995058382,Time_Window_Violation,
0-18-43,False,0,0,95771.70881549685,Time_Window_Violation,
0-18-44,False,0,0,105000.05217108817,Time_Window_Violation,
0-18-45,True,78.52917213082283,47141223.97291909,105150.18373685097,None,"{0: 2158.2276745787285, 18: 579.5957234431786, 45: 1484.7606100806704}"
0-18-46,False,0,0,101487.78948824418,JobSolveStatus.INFEASIBLE_SOLUTION,
0-18-47,True,52.82737914720968,48200250.94647695,96103.11416323498,None,"{0: 3015.0176169888023, 18: 616.9260582125872, 47: 2608.229474039635}"
0-18-48,True,57.421590567606074,47045182.8045024,105519.30035323005,None,"{0: 2308.0145086105904, 18: 579.5957376724459, 48: 1563.9478581672836}"
0-18-49,True,62.17543571736418,48200250.843698725,96624.1934612521,None,"{0: 3040.4271461365224, 18: 628.5486454304051, 49: 2606.9787243614455}"
0-18-50,True,57.42158892674455,47423393.305344604,102543.52960365443,None,"{0: 2705.292372036553, 18: 579.5957466548451, 50: 2016.800307353063}"
0-19-1,True,73.5195716573649,47900516.60484742,90043.77891460969,None,"{0: 2885.2925262202607, 19: 687.9391304044475, 1: 2392.9391756201894}"
0-19-2,True,147.79455827348738,47538063.13994434,91289.55310930536,None,"{0: 2770.8407698193037, 19: 687.939108943465, 2: 2152.9028833389816}"
0-19-3,False,0,0,85589.57652762147,Time_Window_Violation,
0-19-4,True,49.49202029931246,46653439.34141375,86708.59206119642,None,"{0: 2534.2241356828617, 19: 687.9390836915925, 4: 1799.0349405507848}"
0-19-5,False,0,0,85070.88475291582,Time_Window_Violation,
0-19-6,True,114.85441962002841,46604613.0081153,85364.2489470286,None,"{0: 2508.9404736854685, 19: 687.939098379864, 6: 1737.1699118440724}"
0-19-7,False,0,0,83704.34594332207,Time_Window_Violation,
0-19-8,False,0,0,83104.2621979538,Time_Window_Violation,
0-19-9,True,49.492020261793954,46132770.417362414,84230.87202974394,None,"{0: 2238.021434181987, 19: 687.9390842492116, 9: 1321.4369439923562}"
0-19-10,False,0,0,80227.41422524088,Time_Window_Violation,
0-19-11,True,49.492020251210135,46144688.67540723,81523.55550494842,None,"{0: 2029.5543205892554, 19: 687.9390844015212, 11: 1108.6212562916267}"
0-19-12,True,78.54400651184794,47628157.69461982,88310.45379635177,None,"{0: 2812.827409638664, 19: 687.9390892985906, 12: 1784.1873254195464}"
0-19-13,False,0,0,78459.41724807462,Time_Window_Violation,
0-19-14,True,49.49202015224594,47046016.05959654,87010.91095488475,None,"{0: 2642.4014368317366, 19: 687.9390858976851, 14: 1403.0987781643837}"
0-19-15,True,139.2987376364399,46400328.14439773,80106.76113417317,None,"{0: 2383.665187574913, 19: 687.9390913900304, 15: 1061.6038345496695}"
0-19-16,True,172.90526953039534,46948770.45732204,86433.6049328915,None,"{0: 2615.258941872521, 19: 687.9391586283232, 16: 1306.589330838198}"
0-19-17,False,0,0,78183.851885072,Time_Window_Violation,
0-19-18,False,0,0,79406.58743886065,Time_Window_Violation,
0-19-20,False,0,0,82592.2680420301,Time_Window_Violation,
0-19-21,True,74.23803040689558,47271640.45590526,81014.04775525602,None,"{0: 2690.0561158465475, 19: 687.9390847297816, 21: 2261.7853304525815}"
0-19-22,True,74.23803047745412,46956206.71558933,82087.47152099597,None,"{0: 2563.2910476072575, 19: 687.9390836648389, 22: 2009.37602640336}"
0-19-23,True,61.95927020907479,46783180.49630794,80229.253986744,None,"{0: 2524.4362961931665, 19: 687.9391026997031, 23: 1922.7649848168617}"
0-19-24,False,0,0,85674.02498121705,Time_Window_Violation,
0-19-25,False,0,0,83916.13182459184,Time_Window_Violation,
0-19-26,True,73.35465163272663,46586593.66668235,81788.46071604767,None,"{0: 2476.9321112225784, 19: 687.9390976737066, 26: 1734.6953093520024}"
0-19-27,False,0,0,85288.93070527902,Time_Window_Violation,
0-19-28,True,104.00987180330594,46143307.5128995,83020.103023016,None,"{0: 2317.785677951443, 19: 687.9391555476888, 28: 1467.4383941947349}"
0-19-29,False,0,0,89465.06103102436,Time_Window_Violation,
0-19-30,True,52.06567226184845,46248919.812680915,85161.8740755855,None,"{0: 2152.1241362227993, 19: 687.9390846561511, 30: 1247.1989097803623}"
0-19-31,False,0,0,117869.19373271719,Time_Window_Violation,
0-19-32,False,0,0,110985.3137227098,Time_Window_Violation,
0-19-33,False,0,0,113185.23861650759,Time_Window_Violation,
0-19-34,True,74.23803046165813,47376572.042016655,107132.65445608605,None,"{0: 2775.6556660674496, 19: 687.9390839001696, 34: 1858.425364379972}"
0-19-35,False,0,0,123227.83619531724,Time_Window_Violation,
0-19-36,True,71.76709548881212,47446300.06920025,110807.13688526323,None,"{0: 2761.6625450440215, 19: 687.9391213506177, 36: 1771.8143215784019}"
0-19-37,False,0,0,120404.49547793643,Time_Window_Violation,
0-19-38,False,0,0,123002.32336229752,Time_Window_Violation,
0-19-39,True,74.23803046170211,47715155.98953187,117441.40265034555,None,"{0: 2454.8435834289085, 19: 687.939083892054, 39: 1403.0987787054771}"
0-19-40,False,0,0,113518.4245789666,Time_Window_Violation,
0-19-41,False,0,0,109732.79007180268,Time_Window_Violation,
0-19-42,False,0,0,109628.47876726642,Time_Window_Violation,
0-19-43,False,0,0,104070.67700099066,Time_Window_Violation,
0-19-44,False,0,0,113402.89131411485,Time_Window_Violation,
0-19-45,False,0,0,113613.46069908392,Time_Window_Violation,
0-19-46,False,0,0,109931.6725042279,Time_Window_Violation,
0-19-47,True,49.12289047701199,48200250.9644244,104513.16965937891,None,"{0: 3015.017237889142, 19: 698.917360476596, 47: 2608.229472980683}"
0-19-48,True,49.49202032008925,47817329.67182106,114037.42137127243,None,"{0: 2167.941144031025, 19: 687.9390833800775, 48: 1563.947843393322}"
0-19-49,True,61.55194948755221,48200250.05132826,105100.77480635328,None,"{0: 3058.6063698155453, 19: 726.191454340042, 49: 2637.924667269075}"
0-19-50,True,49.49202016556969,47261461.479262225,111099.04589049655,None,"{0: 2725.561158821868, 19: 687.9390856910954, 50: 2016.7998592356655}"
0-20-1,True,90.69039918305612,47563576.26434028,52112.29071998937,None,"{0: 2979.538122274551, 20: 180.64586810207646, 1: 2392.939180174244}"
0-20-2,True,164.96538103594196,47442068.03918306,55615.52812808831,None,"{0: 2871.685152388932, 20: 180.64585253007, 2: 2152.9028798653735}"
0-20-3,False,0,0,46124.5154965971,JobSolveStatus.INFEASIBLE_SOLUTION,
0-20-4,True,66.66284476144243,47041681.52082033,49744.07792905877,None,"{0: 2570.2803588116535, 20: 180.64586793400838, 4: 1799.034959238097}"
0-20-5,False,0,0,44342.1186627201,Time_Window_Violation,
0-20-6,True,132.0252421342257,47048986.10519299,50470.91055358389,None,"{0: 2555.1817363410955, 20: 180.64585464954075, 6: 1737.1699037058468}"
0-20-7,True,99.12013397004282,45672974.21047953,44867.9622641132,None,"{0: 1607.6673021273684, 20: 180.64586969189548, 7: 556.7852199246013}"
0-20-8,True,91.40885478705533,45777777.33019813,47808.48587986705,None,"{0: 1748.9170430688855, 20: 180.6458673198847, 8: 631.0232642670638}"
0-20-9,True,66.66284360706504,46727458.50295057,51640.410470779796,None,"{0: 2301.9452204474746, 20: 180.64586268866316, 9: 1321.4369597722507}"
0-20-10,True,66.66284574406104,46297956.3805551,43526.109228480425,None,"{0: 1874.7276766797968, 20: 180.64587240685285, 10: 883.4325647929425}"
0-20-11,True,66.66284389202275,46499029.77973734,49293.765408777,None,"{0: 2133.3998906862153, 20: 180.64586397189697, 11: 1108.621264725354}"
0-20-12,True,95.71483009077154,47307032.9036842,83434.20458864691,None,"{0: 2947.2814392028567, 20: 180.64586226004366, 12: 1784.187281117505}"
0-20-13,False,0,0,67054.6530983121,Time_Window_Violation,
0-20-14,True,66.6628435420177,46827314.8021047,85259.98345034133,None,"{0: 2821.604644689714, 20: 180.64586239683587, 14: 1403.0987923989007}"
0-20-15,True,156.46956291052354,46343676.01647947,77678.28935632369,None,"{0: 2500.078129092136, 20: 180.64586930627132, 15: 1061.6038326294733}"
0-20-16,True,190.076092755841,46727507.59810952,86711.83818789534,None,"{0: 2782.7740124653164, 20: 180.64584006223868, 16: 1306.589327219102}"
0-20-17,False,0,0,71032.50085841752,Time_Window_Violation,
0-20-18,False,0,0,74510.09853355389,JobSolveStatus.INFEASIBLE_SOLUTION,
0-20-19,True,65.23183626711139,46340475.94594787,82592.2680420301,None,"{0: 2121.9231603181324, 20: 180.6458679689734, 19: 730.4986783079573}"
0-20-21,True,91.40885367597974,47295748.94301504,22198.03902718557,None,"{0: 2708.963170107985, 20: 180.64586221022097, 21: 2261.7853377158694}"
0-20-22,True,91.40885580398458,47144457.19477391,24993.95218534263,None,"{0: 2571.6488878833798, 20: 180.64587187906056, 22: 2009.3760272816164}"
0-20-23,True,79.1300938110763,47120393.75886142,28385.164807134504,None,"{0: 2529.914588174439, 20: 180.64585824637646, 23: 1922.7649749677898}"
0-20-24,True,84.7793027443369,46305545.005073406,30000.0,None,"{0: 1351.598048999344, 20: 180.6458689643577, 24: 356.34254023927633}"
0-20-25,True,140.90087618475619,46318741.434287116,30517.910757556063,None,"{0: 1414.4652797478047, 20: 180.6458720068403, 25: 418.207572880179}"
0-20-26,True,90.52547591806842,47006784.238949284,32882.45611270737,None,"{0: 2473.024006649314, 20: 180.645862912758, 26: 1734.6953030905106}"
0-20-27,True,66.67304760799945,46420210.89716043,34397.35265790421,None,"{0: 1793.8946529709388, 20: 180.64587234889382, 27: 781.9711503019024}"
0-20-28,True,121.18069899872961,46779097.443872675,36322.37041371198,None,"{0: 2327.6822328381695, 20: 180.64585872372692, 28: 1467.4383967778754}"
